left,right,transform,fold_1,fold_2,fold_3,median_abs_residual_ic,sign_stability
11,57,robust_product,0.015245123259904306,0.01300992615134074,0.01910708640354129,0.015245123259904306,1.0
11,72,rank_product,-0.015174797927881432,-0.01018929596150453,-0.021090857236871645,0.015174797927881432,1.0
11,39,rank_abs_difference,0.014938165904488512,0.009052725344314932,0.015072075387203628,0.014938165904488512,1.0
8,50,rank_abs_difference,0.006720014383490998,0.014867470027994994,0.016618263554555306,0.014867470027994994,1.0
11,50,rank_product,-0.014729023331169742,-0.013104521498524918,-0.014704219765826114,0.014704219765826114,1.0
11,40,rank_difference,-0.02777511116519151,-0.010843355899255877,-0.014431859213847887,0.014431859213847887,1.0
57,68,robust_product,0.014340280989299587,0.01310695341914047,0.014017922767323946,0.014017922767323946,1.0
8,57,robust_product,0.013877274856035533,0.008405321852322815,0.023348916133920646,0.013877274856035533,1.0
8,40,rank_difference,-0.04066025308705052,-0.006931610822736278,-0.0137279222614864,0.0137279222614864,1.0
57,73,rank_product,0.018920374670504846,0.005244248831550631,0.01352592709843089,0.01352592709843089,1.0
11,57,rank_abs_difference,-0.011105828392255861,-0.013507373108469174,-0.015449280768657715,0.013507373108469174,1.0
11,72,rank_abs_difference,0.011120147696550588,0.012988971757649143,0.02241534295135069,0.012988971757649143,1.0
11,60,rank_abs_difference,-0.0035604142640261087,-0.017207697862048756,-0.012769766401406712,0.012769766401406712,1.0
57,47,rank_product,0.012745096956719057,0.014130279003912605,0.010661799010577148,0.012745096956719057,1.0
8,60,robust_product,0.016459563670845345,0.005923672567351653,0.012474951031286367,0.012474951031286367,1.0
57,68,rank_product,0.00525802348056236,0.015371851338342938,0.012410182347131395,0.012410182347131395,1.0
8,49,rank_abs_difference,0.007278959718193143,0.012444591790825,0.01233259826665107,0.01233259826665107,1.0
41,86,rank_product,-0.012913728129062605,-0.0059540522155975585,-0.012199992904715472,0.012199992904715472,1.0
8,57,rank_product,0.0072732182264983744,0.012098371638776662,0.01852935564104835,0.012098371638776662,1.0
11,38,robust_product,-0.000979933965939452,-0.012087808115097782,-0.04359555024799134,0.012087808115097782,1.0
11,61,rank_abs_difference,-0.006710275371811755,-0.017213703094818605,-0.012075128345749971,0.012075128345749971,1.0
57,47,robust_product,0.001839765512725767,0.012931398832006401,0.011999208905466505,0.011999208905466505,1.0
41,86,rank_difference,-0.011691449505305856,-0.011849933692118323,-0.024349042543986045,0.011849933692118323,1.0
8,61,robust_product,0.01648288403147484,0.007041219167836445,0.011740833561484055,0.011740833561484055,1.0
41,50,rank_product,-0.011628644143156227,-0.013521423717567697,-0.0012597388960095236,0.011628644143156227,1.0
57,41,rank_abs_difference,-0.01162197689830168,-0.007904490183692535,-0.018907115230217434,0.01162197689830168,1.0
57,47,rank_abs_difference,-0.007865602646719747,-0.014362874841438956,-0.011308301243487228,0.011308301243487228,1.0
57,68,rank_abs_difference,-0.011642662210794357,-0.011199351179903533,-0.010629680081774428,0.011199351179903533,1.0
41,3,rank_product,0.012822183629351586,0.011162895399911507,0.006335136616515913,0.011162895399911507,1.0
41,50,rank_difference,-0.011077280472444615,-0.004655030606400628,-0.016903354632028092,0.011077280472444615,1.0
11,49,rank_product,-0.012845206974487983,-0.010834420925093353,-0.008177009126102133,0.010834420925093353,1.0
8,1,robust_product,0.01083205625426778,0.01243214301067141,0.001802998105341911,0.01083205625426778,1.0
41,3,rank_abs_difference,-0.0204599158675037,-0.0076230675718484305,-0.01056015653422903,0.01056015653422903,1.0
8,57,rank_abs_difference,-0.01044073058037959,-0.008891833430932193,-0.014264233878732178,0.01044073058037959,1.0
57,90,robust_product,0.009153808933551045,0.012873323043750357,0.010333651843994467,0.010333651843994467,1.0
57,41,robust_product,0.007227473896132766,0.009925624801875806,0.02462834508221903,0.009925624801875806,1.0
8,3,robust_product,0.007310596384960924,0.009473772720361843,0.009515292467212909,0.009473772720361843,1.0
8,60,rank_abs_difference,-0.005128729165452845,-0.014425637573408008,-0.009348967748058401,0.009348967748058401,1.0
8,48,rank_abs_difference,0.004431427753182024,0.009047105546203329,0.011912741906915153,0.009047105546203329,1.0
57,48,robust_product,0.001996213545322069,0.012266879325000707,0.009005400712741383,0.009005400712741383,1.0
8,86,rank_product,-0.008924719405763054,-0.00844826802859038,-0.00916172849086772,0.008924719405763054,1.0
57,48,rank_product,0.008736363818304138,0.013392697955887038,0.00632502449197055,0.008736363818304138,1.0
11,50,rank_abs_difference,0.007187239803389933,0.008702093408956803,0.00924665457602433,0.008702093408956803,1.0
8,87,rank_product,-0.0046246092778455365,-0.008674922713383349,-0.01323384380969438,0.008674922713383349,1.0
11,87,robust_product,-0.0010784818684220385,-0.008539858696832431,-0.020070394163745245,0.008539858696832431,1.0
57,41,rank_product,0.008528683245882789,0.007975694359325486,0.016171199430640902,0.008528683245882789,1.0
41,4,robust_product,-0.006728173974205519,-0.010710695862472006,-0.008453512158038896,0.008453512158038896,1.0
8,64,rank_product,-0.012801352463441142,-0.00843999188350574,-0.004910287979014713,0.00843999188350574,1.0
41,68,rank_product,-0.008438974108205165,-0.00911385518257303,-0.005610151515910346,0.008438974108205165,1.0
8,61,rank_abs_difference,-0.007148044564975249,-0.014767816647944689,-0.008424918509220726,0.008424918509220726,1.0
41,3,robust_product,0.010323668574677324,0.008284842631100572,0.0045178294328990995,0.008284842631100572,1.0
11,3,robust_product,0.011194080889581508,0.008212246956293516,0.0067856986802523195,0.008212246956293516,1.0
11,60,robust_product,0.013080910864785434,0.008184347923071484,0.005567830758516979,0.008184347923071484,1.0
57,48,rank_abs_difference,-0.007499663362749156,-0.012035564632617459,-0.008160380144872796,0.008160380144872796,1.0
11,50,robust_product,-0.007695438802926373,-0.008789207628864315,-0.008011862982206195,0.008011862982206195,1.0
11,42,rank_abs_difference,-0.007966389092131225,-0.0036605043043412286,-0.008463259282552678,0.007966389092131225,1.0
8,48,rank_product,-0.007662777977646243,-0.007926547806260932,-0.009267349230108492,0.007926547806260932,1.0
57,3,robust_product,-0.007863237696454764,-0.012167713107080503,-0.006727428304243907,0.007863237696454764,1.0
11,61,rank_product,0.0020174748355890463,0.012548048370174095,0.007838105504690487,0.007838105504690487,1.0
8,86,rank_abs_difference,0.001474068238146395,0.007680335542189644,0.007957469841051881,0.007680335542189644,1.0
11,61,robust_product,0.01302781103314565,0.007524949272094973,0.006481500629515434,0.007524949272094973,1.0
11,49,rank_abs_difference,0.007574211770041712,0.0074591378761636445,0.005076989351365535,0.0074591378761636445,1.0
11,1,robust_product,0.011461144403183594,0.007292886188522296,0.005234640551314102,0.007292886188522296,1.0
8,50,robust_product,-0.0022631295874714756,-0.01168470717512258,-0.007251154799343648,0.007251154799343648,1.0
11,3,rank_product,0.020238957999564693,0.007212836231352905,0.0029672590046636786,0.007212836231352905,1.0
8,15,rank_abs_difference,-0.007101335522255418,-0.007347595724498094,-0.006260097109190007,0.007101335522255418,1.0
8,15,rank_difference,-0.038708353936796065,-0.00688648663919025,-0.004585363855918949,0.00688648663919025,1.0
8,3,rank_abs_difference,-0.022806768504567195,-0.006736739913875869,-0.0016835147758423202,0.006736739913875869,1.0
57,40,rank_abs_difference,-0.006653329226549835,-0.006744357662076177,-0.00011528069995791737,0.006653329226549835,1.0
57,47,rank_difference,0.01573925627197784,0.0024995353635240787,0.006599898903983687,0.006599898903983687,1.0
57,90,rank_abs_difference,-0.0042329513867385826,-0.011096191955909442,-0.006387890703789382,0.006387890703789382,1.0
41,50,robust_product,0.006078073239169362,0.006241322740778373,0.024165137810200153,0.006241322740778373,1.0
57,90,rank_product,0.006120661557250362,0.01256565219624681,0.005753550529479921,0.006120661557250362,1.0
11,87,rank_product,-0.003386259349554517,-0.0060900317560031465,-0.012026414001439662,0.0060900317560031465,1.0
11,1,rank_product,0.01357585804912786,0.0060167768389527984,0.0018823295331115678,0.0060167768389527984,1.0
57,3,rank_product,-0.004338588044847551,-0.00792452148711651,-0.005724339376078213,0.005724339376078213,1.0
8,15,rank_product,0.0036149711200494676,0.0055666699938258825,0.005967552237716075,0.0055666699938258825,1.0
11,86,rank_product,-0.005401740169861164,-0.002982902544030276,-0.006244042349437748,0.005401740169861164,1.0
11,49,robust_product,-0.005328312961365578,-0.008266139861011951,-0.005033034414293237,0.005328312961365578,1.0
11,40,rank_abs_difference,-0.00507176625218916,-0.0024368453810253436,-0.00795309659682941,0.00507176625218916,1.0
8,85,rank_product,-0.0022024753928388168,-0.004780904618489787,-0.007929335747045137,0.004780904618489787,1.0
11,3,rank_abs_difference,-0.020792342801720612,-0.004047143915455233,-0.003383581191677723,0.004047143915455233,1.0
8,64,rank_abs_difference,0.003538358463942141,0.005193182888347337,0.00398943854978746,0.00398943854978746,1.0
11,55,robust_product,0.003790658036076936,0.0019672552700907694,0.015296965576110108,0.003790658036076936,1.0
57,40,robust_product,0.0067933770374410596,0.0032759380978243636,0.0008768516871647913,0.0032759380978243636,1.0
11,1,rank_abs_difference,-0.014567861691778313,-0.003162683646451143,-0.0016385999427610052,0.003162683646451143,1.0
11,55,rank_abs_difference,-0.0029149181696912,-0.0026239290425329174,-0.005852254095581103,0.0029149181696912,1.0
11,43,rank_product,-0.0023293035235992985,-0.0028078946909444197,-0.005718112084589741,0.0028078946909444197,1.0
8,55,rank_abs_difference,-0.0028988945388976144,-0.0010579424973145555,-0.0024289439724387704,0.0024289439724387704,1.0
11,85,rank_product,-0.0021899060525682507,-0.0003695114449695346,-0.007965876121373366,0.0021899060525682507,1.0
41,86,rank_abs_difference,0.0021274749925974854,0.004770094317930908,0.0017149677337765705,0.0021274749925974854,1.0
11,85,robust_product,-2.02052053166538e-05,-0.0016658064854369163,-0.014473110014810726,0.0016658064854369163,1.0
8,49,robust_product,-0.0012549976292785551,-0.010407157419335757,-0.0014846775895561036,0.0014846775895561036,1.0
11,86,rank_abs_difference,0.0010853334372075856,0.0012506384409668423,0.0028022301156240582,0.0012506384409668423,1.0
11,55,rank_product,0.0004031465922988857,0.0009922534138460538,0.0058612505581524576,0.0009922534138460538,1.0
8,72,robust_product,0.0030211607202179458,-0.027686126213044306,-0.03752288089520113,0.027686126213044306,0.6666666666666666
11,38,rank_difference,-0.02868390812321221,-0.005522623084338166,0.025669923644478863,0.025669923644478863,0.6666666666666666
8,48,robust_product,0.016815415644936535,-0.021066966677338428,-0.02151961199585771,0.021066966677338428,0.6666666666666666
8,39,robust_product,0.001782647502578317,-0.019970511013866706,-0.030274743902112055,0.019970511013866706,0.6666666666666666
8,72,rank_difference,-0.038656043367344683,0.000913360727124841,0.01897673667976577,0.01897673667976577,0.6666666666666666
8,87,robust_product,0.0010252714424456313,-0.01859941786495097,-0.01997925916703084,0.01859941786495097,0.6666666666666666
11,72,rank_difference,-0.02456291619863888,-0.002809697038733358,0.01819206979583262,0.01819206979583262,0.6666666666666666
57,68,rank_difference,0.02651332547374589,-0.016923513820688466,-0.005697628847721942,0.016923513820688466,0.6666666666666666
8,86,robust_product,0.019553198309069323,-0.015612245940343591,-0.007853818867630626,0.015612245940343591,0.6666666666666666
8,55,rank_difference,-0.03531837874205026,0.00032622549219461696,-0.014786562153256405,0.014786562153256405,0.6666666666666666
11,43,rank_difference,-0.01928344353590096,-0.01281742602877458,0.005537776331253252,0.01281742602877458,0.6666666666666666
11,39,rank_difference,-0.02266462222755209,-0.0009012907768940434,0.012625476058302278,0.012625476058302278,0.6666666666666666
8,39,rank_difference,-0.037788762790671795,0.0024495668552568235,0.011399934440936985,0.011399934440936985,0.6666666666666666
11,4,rank_difference,-0.034983975725978646,-0.011020623864225549,0.005251331286830803,0.011020623864225549,0.6666666666666666
8,87,rank_difference,-0.02823392430439511,0.0009656377369992869,0.010988588667115695,0.010988588667115695,0.6666666666666666
11,72,robust_product,0.0037123055313799972,-0.010914440118503215,-0.034941811090527936,0.010914440118503215,0.6666666666666666
8,49,rank_difference,-0.023114610214914705,0.010893382947808533,0.0079921638523487,0.010893382947808533,0.6666666666666666
8,50,rank_difference,-0.022696737746314984,0.010883916337232988,0.005305389517103635,0.010883916337232988,0.6666666666666666
11,42,robust_product,0.010396847244828474,-0.002168829515063079,0.012262643475535255,0.010396847244828474,0.6666666666666666
8,85,robust_product,0.004015439200735249,-0.01020883090639101,-0.01697399422873392,0.01020883090639101,0.6666666666666666
11,87,rank_difference,-0.015502577942754944,-0.0032792160515354167,0.009714752273774427,0.009714752273774427,0.6666666666666666
8,64,robust_product,0.00028843535574659795,-0.009587684541202741,-0.01279821316693811,0.009587684541202741,0.6666666666666666
11,4,robust_product,0.016887992476595073,0.007878218631786426,-0.009211981740897731,0.009211981740897731,0.6666666666666666
11,60,rank_product,-1.9281512082102396e-06,0.013042623082275795,0.00902620329391347,0.00902620329391347,0.6666666666666666
8,3,rank_product,0.021066865188110913,0.008471795179207398,-0.00027924040483382173,0.008471795179207398,0.6666666666666666
41,68,rank_abs_difference,-0.008653260873672665,0.008107016288385246,-0.0010681792429631486,0.008107016288385246,0.6666666666666666
8,1,rank_difference,-0.038079328162143225,0.00780275001953132,-0.0016098686803323315,0.00780275001953132,0.6666666666666666
8,4,rank_difference,-0.04706888039511931,-0.007609703573504493,0.005815293330898355,0.007609703573504493,0.6666666666666666
8,4,robust_product,0.014481937007144226,-0.0015468574096447866,-0.007571684791288475,0.007571684791288475,0.6666666666666666
11,40,robust_product,0.0074940919698105075,-0.003835766714207354,0.008773513982604692,0.0074940919698105075,0.6666666666666666
11,49,rank_difference,-0.01235356199993799,0.006809410406030492,0.0074648315506088275,0.0074648315506088275,0.6666666666666666
8,4,rank_product,0.008710289489149809,0.007388993499733145,-0.0047997237216366225,0.007388993499733145,0.6666666666666666
57,73,rank_difference,0.0073507437392965735,-0.003306974513140502,0.01792200841160197,0.0073507437392965735,0.6666666666666666
41,86,robust_product,0.013714210315464858,-0.007176793901488075,0.0014590957268592391,0.007176793901488075,0.6666666666666666
8,60,rank_product,-0.0013904136422880277,0.011865064391552502,0.0071074083313907264,0.0071074083313907264,0.6666666666666666
11,50,rank_difference,-0.012228395930467801,0.007098801139425494,0.0051133722571228574,0.007098801139425494,0.6666666666666666
11,86,robust_product,0.010064149592150563,-0.006860384037512819,-0.0052718029814237365,0.006860384037512819,0.6666666666666666
11,4,rank_product,0.012580765611493499,0.006617532424633269,-0.0038715348725137187,0.006617532424633269,0.6666666666666666
8,85,rank_difference,-0.027880082548839336,0.004557479368528695,0.006497525928850391,0.006497525928850391,0.6666666666666666
8,1,rank_product,0.010999549299699218,0.006457270667723581,-0.00014699605247019704,0.006457270667723581,0.6666666666666666
41,4,rank_product,0.006125999835633835,0.008041891883490627,-0.004624806624139254,0.006125999835633835,0.6666666666666666
11,43,robust_product,0.0007233933574962291,-0.006125599458812338,-0.012136171648857023,0.006125599458812338,0.6666666666666666
57,40,rank_difference,0.004026889315375813,-0.009025435733250315,-0.0058517002019940895,0.0058517002019940895,0.6666666666666666
8,85,rank_abs_difference,-0.005611441973798866,0.00445610181276292,0.008265851945152192,0.005611441973798866,0.6666666666666666
8,61,rank_product,-0.0012197488821789656,0.011705993447635302,0.005570208014230011,0.005570208014230011,0.6666666666666666
8,87,rank_abs_difference,-0.0028186440668520945,0.0055311452422382446,0.01168063062372274,0.0055311452422382446,0.6666666666666666
41,50,rank_abs_difference,0.0011280925944942024,0.005467267106358028,-0.008256734979435194,0.005467267106358028,0.6666666666666666
8,61,rank_difference,-0.03902675639625484,0.005452828613943231,-0.001704153081223335,0.005452828613943231,0.6666666666666666
11,85,rank_difference,-0.01568340996336046,-2.0387889071923077e-05,0.0053858614461111225,0.0053858614461111225,0.6666666666666666
11,57,rank_difference,-0.02829827260243985,0.0010862984665861834,-0.0049706951582216075,0.0049706951582216075,0.6666666666666666
8,86,rank_difference,-0.025839093336673405,0.004831048066957676,0.001106242561216996,0.004831048066957676,0.6666666666666666
11,85,rank_abs_difference,-0.0048255592203446055,0.00027022567706278677,0.005654219480202727,0.0048255592203446055,0.6666666666666666
8,42,robust_product,0.004773820343761464,-0.013926732709727257,0.0017485124390444323,0.004773820343761464,0.6666666666666666
8,57,rank_difference,-0.03741373297180517,0.004656629463557163,-0.0046347507748167255,0.004656629463557163,0.6666666666666666
8,40,rank_product,-0.004107721213576052,-0.006130633743498976,0.004640270247395962,0.004640270247395962,0.6666666666666666
11,87,rank_abs_difference,-0.004621631240292239,0.0037225982735244164,0.008649152759933746,0.004621631240292239,0.6666666666666666
8,1,rank_abs_difference,-0.013263681847847928,-0.00460572751258684,0.0010125967954363925,0.00460572751258684,0.6666666666666666
8,64,rank_difference,-0.030500782431397963,0.0044844486651934076,0.0028510622114587157,0.0044844486651934076,0.6666666666666666
8,4,rank_abs_difference,-0.013106216518345384,-0.004293418009710914,0.0020980133012783665,0.004293418009710914,0.6666666666666666
8,42,rank_abs_difference,-0.004529286042706396,0.00030974562736794947,-0.004159500685150856,0.004159500685150856,0.6666666666666666
11,39,robust_product,0.000408442049782445,-0.00414732494338866,-0.026178152077677447,0.00414732494338866,0.6666666666666666
8,48,rank_difference,-0.02995331969503129,0.004122519245763122,-0.0029773093618730645,0.004122519245763122,0.6666666666666666
57,40,rank_product,0.0072841703644792805,0.004066888155055736,-0.001956295814442976,0.004066888155055736,0.6666666666666666
57,90,rank_difference,0.020137541114054584,-0.0037545491350532527,0.004046590002361342,0.004046590002361342,0.6666666666666666
8,40,robust_product,0.003893982756594854,-0.019247761624397328,-0.000979955785010466,0.003893982756594854,0.6666666666666666
8,3,rank_difference,-0.041298745062464094,0.003510943163422297,0.001383152037803552,0.003510943163422297,0.6666666666666666
11,4,rank_abs_difference,-0.015594086947266956,-0.0032251348536962623,0.0017576935991728102,0.0032251348536962623,0.6666666666666666
8,15,robust_product,0.002735553556977665,-0.0031841349464949743,0.00428692566385415,0.0031841349464949743,0.6666666666666666
11,1,rank_difference,-0.027232837256398464,0.00268825710638133,-0.0027057428978119087,0.0027057428978119087,0.6666666666666666
41,4,rank_abs_difference,-0.015458380486791285,-0.002674493038340023,0.0005910943805800696,0.002674493038340023,0.6666666666666666
8,40,rank_abs_difference,0.00026763058978840825,0.003498309513015023,-0.0025051192249009088,0.0025051192249009088,0.6666666666666666
11,43,rank_abs_difference,-0.0025841388856745248,0.0022277599344753107,0.0024375664345031105,0.0024375664345031105,0.6666666666666666
57,3,rank_abs_difference,-0.0023916256542940175,0.005761714346198395,-0.0020410658934889156,0.0023916256542940175,0.6666666666666666
8,60,rank_difference,-0.04051994048282925,0.002285578725954502,-9.317250653513349e-06,0.002285578725954502,0.6666666666666666
57,48,rank_difference,0.016784623974366298,-0.0013556041375575405,0.0020933412283114686,0.0020933412283114686,0.6666666666666666
11,61,rank_difference,-0.026871027276893462,0.0020469539623211037,-0.0014574096057369,0.0020469539623211037,0.6666666666666666
8,42,rank_product,-0.0019359808206419376,-0.0020065521151080906,0.005562499035531199,0.0020065521151080906,0.6666666666666666
57,3,rank_difference,-0.0013683889057843372,-0.0017832896461775403,0.005569389119259821,0.0017832896461775403,0.6666666666666666
8,55,robust_product,-0.0017404048019141294,-0.0003908235752614178,0.005826201748053778,0.0017404048019141294,0.6666666666666666
11,42,rank_product,0.0015775420352840677,-0.0012278031717787383,0.007498469883789771,0.0015775420352840677,0.6666666666666666
8,55,rank_product,-0.0005982292651477066,0.0014891879497448215,0.004826164382542112,0.0014891879497448215,0.6666666666666666
11,3,rank_difference,-0.03003826185731452,-0.0007935471115185016,0.001006384544859128,0.001006384544859128,0.6666666666666666
11,40,rank_product,-0.0008961340456665908,-0.00023422500183254384,0.00679879117442193,0.0008961340456665908,0.6666666666666666
11,60,rank_difference,-0.028477794361779094,-0.0008467579285709122,0.000366887710410072,0.0008467579285709122,0.6666666666666666
11,86,rank_difference,-0.013222530207204736,0.0007871445929704578,0.00028798648178213286,0.0007871445929704578,0.6666666666666666
