feature,feature_index,train_mean,train_std,nonfinite_rate,zero_rate,train_min,train_p01,train_median,train_p99,train_max,max_abs,train_outlier_rate,valid_outlier_rate,test_outlier_rate,valid_mean_shift_sd,test_mean_shift_sd,valid_psi,test_psi,max_abs_mean_shift,max_psi
num_10,10,2.4811320065458093e-11,0.9999999105708739,0.0,0.0,-3.032357692718506,-1.918561919927597,-0.11398233100771904,3.0107568454742335,5.626683712005615,5.626683712005615,0.023344444444444445,0.04720164609053498,0.040433333333333335,0.24668071855538817,0.17329950616485798,0.04529544833172864,0.028677148234696123,0.24668071855538817,0.04529544833172864
num_11,11,4.238694102959066e-09,0.9999999632351106,0.0,0.0,-2.745591402053833,-2.745591402053833,0.22815631330013275,1.419028279781339,2.7344906330108643,2.745591402053833,0.09837777777777777,0.04962962962962963,0.03908888888888889,0.2581302414184284,0.2610314617850101,0.11324362641822594,0.14081304425299915,0.2610314617850101,0.14081304425299915
num_12,12,-3.1356863803093544e-12,0.9999999890668104,0.0,0.0,-22.60265350341797,-2.372103452682495,0.04510214366018772,2.554227828979492,21.57466697692871,22.60265350341797,0.022144444444444446,0.02364883401920439,0.023477777777777778,-0.06369378228547923,-0.06991127270910635,0.010086397506955388,0.0034840087347816255,0.06991127270910635,0.010086397506955388
num_13,13,7.988225906029956e-10,0.9999999822079678,0.0,0.0,-17.790191650390625,-2.6576945781707764,0.08002228289842606,3.0663829350471414,17.950237274169922,17.950237274169922,0.18473333333333333,0.20146776406035666,0.2066111111111111,-0.07020355924870901,-0.08034760629219141,0.016132091257063837,0.05122275832479662,0.08034760629219141,0.05122275832479662
num_14,14,-1.5771443043801292e-10,0.9999999851486318,0.0,0.0,-27.585323333740234,-2.513872332572937,0.05005468800663948,2.517883543968193,15.130483627319336,27.585323333740234,0.022977777777777778,0.024842249657064473,0.0182,-0.02754536376360185,0.030651090849249198,0.0028989802474068504,0.0022950932830319844,0.030651090849249198,0.0028989802474068504
num_15,15,8.699026902143554e-11,0.9999999822369512,0.0,0.0,-25.99567222595215,-2.661022298336029,0.04334798455238342,2.4315314292907715,17.66864013671875,25.99567222595215,0.033544444444444446,0.040891632373113856,0.051,0.055524005679898396,0.09913148463227268,0.007268845495605131,0.029922515117088776,0.09913148463227268,0.029922515117088776
num_16,16,2.2785989322739512e-10,0.9999999876285319,0.0,0.0,-16.15532112121582,-2.371387996673584,-0.07809602469205856,2.3370993256568844,11.979202270507812,16.15532112121582,0.013033333333333333,0.017270233196159123,0.021944444444444444,0.033223427915131463,-0.0390373440964703,0.02120957759574825,0.025819590090133817,0.0390373440964703,0.025819590090133817
num_17,17,-8.716082113379949e-10,0.9999939318936395,0.0,0.0,-5.518369674682617,-3.4757093930244403,0.07704823464155197,2.077208044527071,3.873293161392212,5.518369674682617,0.043333333333333335,0.0,0.013333333333333334,0.029789718511252675,-0.045680696468870935,0.259260123311955,0.21749422774564345,0.045680696468870935,0.259260123311955
num_18,18,-3.1803592263357455e-11,0.999999828371824,0.0,0.0,-2.8101887702941895,-2.300428049564361,-0.041851552203297615,2.053105068206671,2.6325626373291016,2.8101887702941895,0.0,0.0,0.0,1.4848390027460006,1.0090892505094595,8.378959353685143,5.832197617167739,1.4848390027460006,8.378959353685143
num_19,19,4.0395346091263265e-10,0.9999998502583459,0.0,0.0,-2.8210437297821045,-2.260361919403076,-0.02364485803991556,2.064406833648271,2.8293659687042236,2.8293659687042236,0.0,0.0,0.0,1.3829846626003608,0.9646568814096638,8.138443934829535,5.853611184062093,1.3829846626003608,8.138443934829535
num_20,20,-1.2633575086830518e-10,0.9999934761477698,0.0,0.0,-6.004818439483643,-3.8289874172210654,-0.0007857371820136905,2.48334763288495,4.184268474578857,6.004818439483643,0.25,0.32098765432098764,0.30333333333333334,0.05059127171655468,-0.04364245829659385,0.6370735094489107,0.6405237253246006,0.05059127171655468,0.6405237253246006
num_21,21,1.111274859686837e-08,0.9999999744678992,0.0,0.0,-1.5094105005264282,-1.5094105005264282,0.6290750503540039,0.7406383341550746,0.7633451223373413,1.5094105005264282,0.0,0.0,0.0,0.6927877140060149,0.6867569976432077,7.175653136793499,6.499873909298448,0.6927877140060149,7.175653136793499
num_22,22,1.6702502456796958e-08,0.9999999663877348,0.0,0.0,-1.509225845336914,-1.509225845336914,0.6290799081325531,0.7490515834092896,0.7840573191642761,1.509225845336914,0.0,0.0,0.0,0.7028293309093377,0.6918617764058401,7.093426756421998,7.163662557190812,0.7028293309093377,7.163662557190812
num_23,23,1.2748078008046608e-10,0.9999929218894943,0.0,0.0,-6.49740743637085,-3.508366825580596,0.11764699593186378,2.175839490889185,4.580613136291504,6.49740743637085,0.06333333333333334,0.04938271604938271,0.03666666666666667,-0.03410727118495858,-0.06967961429983817,0.044202092359449996,0.1300958892679235,0.06967961429983817,0.1300958892679235
num_24,24,4.291838589226582e-10,0.9999998308010857,0.0,0.0,-2.557678699493408,-2.1461897683143616,-0.13711167126893997,2.745350203513887,3.3189101219177246,3.3189101219177246,0.016666666666666666,0.0,0.0,0.8674415013237624,0.38036268627773767,5.9764725080421295,3.0446684729312077,0.8674415013237624,5.9764725080421295
num_25,25,1.5313189223157097e-10,0.9999998552092308,0.0,0.0,-2.4715964794158936,-2.079606690406799,-0.13266511261463165,2.479453992843335,3.0043628215789795,3.0043628215789795,0.0033333333333333335,0.0,0.0,1.4987225054214144,0.9736806516203306,9.083609165042342,6.040941119043561,1.4987225054214144,9.083609165042342
num_26,26,-2.706101738737269e-11,0.9999944112914712,0.0,0.0,-6.000437259674072,-3.586508274078369,0.14112532138824463,2.4077322483062744,9.817936897277832,9.817936897277832,0.05064444444444444,0.018449931412894374,0.03813333333333333,0.029554761347407657,-0.025833424151474844,0.030896374050202506,0.031217795639399432,0.029554761347407657,0.031217795639399432
num_27,27,1.3225881924253728e-10,0.9999945948066551,0.0,0.0,-5.5985307693481445,-4.106626415252685,0.10112772136926651,2.382092237472534,5.260365009307861,5.5985307693481445,0.07047777777777778,0.030315500685871057,0.047933333333333335,0.02365990213181123,0.0021597730397830937,0.06640194376369918,0.06158976557468661,0.02365990213181123,0.06640194376369918
num_28,28,3.166671260988397e-10,0.9999973450695127,0.0,0.0,-4.886016368865967,-1.8899282217025757,0.3743430972099304,1.855136513710022,78.55640411376953,78.55640411376953,0.022477777777777777,0.2704389574759945,0.23403333333333334,0.9279514604790086,0.6920549583955367,1.0106346382672409,0.7109357836888189,0.9279514604790086,1.0106346382672409
num_29,29,2.5282225270362624e-10,0.9999970484629737,0.0,0.0,-11.715457916259766,-1.439768533706665,0.25960037112236023,1.8595685958862305,4.381374835968018,11.715457916259766,0.004755555555555555,0.034910836762688614,0.0411,-0.7557984644475547,-0.7700726908217488,0.6180662290043277,0.4005452931991969,0.7700726908217488,0.6180662290043277
num_30,30,5.575050856234387e-10,0.9999996546247903,0.0,0.0,-1.7414593696594238,-1.697609782218933,0.01236732117831707,1.7068440914154053,1.7068440914154053,1.7414593696594238,0.0,0.0,0.0,-0.010311451431298507,-0.009487542642442276,0.0011601001367617047,0.0007276965128058452,0.010311451431298507,0.0011601001367617047
num_31,31,6.736343760809274e-11,0.9999917839800427,0.0,0.0,-16.556034088134766,-3.0893564343452455,-0.00484476238489151,3.0456830906867958,16.492572784423828,16.556034088134766,0.08216666666666667,0.03775034293552812,0.03651111111111111,0.0018101585968586626,-0.0035851843931278874,0.06425048495629401,0.07569580154690003,0.0035851843931278874,0.07569580154690003
num_32,32,1.9488889703788472e-11,0.9999887369352547,0.0,0.0,-22.649303436279297,-3.081267983913422,-0.02731340005993843,3.083572933673854,22.62592887878418,22.649303436279297,0.08197777777777777,0.03455418381344307,0.030322222222222223,-0.010389906982761776,-0.017032647390415746,0.07095406390378237,0.11443683176144034,0.017032647390415746,0.11443683176144034
num_33,33,5.100711185991859e-11,0.9999839257293545,0.0,0.0,-32.37439727783203,-2.632477023601532,-0.08870480209589005,2.9955550169944645,32.2415885925293,32.37439727783203,0.07674444444444445,0.03688614540466392,0.025777777777777778,-0.014886430491891232,-0.019198552944883717,0.049400837398326417,0.1326410536303097,0.019198552944883717,0.1326410536303097
num_34,34,-3.281662204373942e-09,0.9999884616989779,0.0,0.0,-24.144779205322266,-4.288003697395324,0.31532296538352966,0.7835845351219177,0.7835845351219177,24.144779205322266,0.06421111111111111,0.030246913580246913,0.029133333333333334,0.15565832903063823,0.19116769172965722,0.04663711215232929,0.07973380027459957,0.19116769172965722,0.07973380027459957
num_35,35,-2.7729559116527173e-09,0.9999839901695033,0.0,0.0,-31.41714859008789,-4.173418674468994,0.3176394999027252,0.7350528836250305,0.7350528836250305,31.41714859008789,0.06012222222222222,0.02727023319615912,0.022322222222222222,0.14405677734049827,0.20542067485307924,0.04343105908757161,0.09334184359286027,0.20542067485307924,0.09334184359286027
num_36,36,2.061512325918924e-09,0.9999754118953227,0.0,0.0,-48.704559326171875,-3.813029384613037,0.3153838813304901,0.6843189001083374,0.6843189001083374,48.704559326171875,0.05765555555555556,0.03171467764060357,0.02372222222222222,0.09502477078218594,0.15309729206808273,0.02681927799254131,0.060254712565506956,0.15309729206808273,0.060254712565506956
num_37,37,2.1743680258487095e-10,0.9999981857779386,0.0,0.0,-3.7698135375976562,-3.7698135375976562,0.05385133437812328,2.116424067020416,5.297845363616943,5.297845363616943,0.04064444444444444,0.024869684499314128,0.012611111111111111,-0.10037413780910753,-0.0076107250418481,0.04175746569600144,0.01257696935451557,0.10037413780910753,0.04175746569600144
num_38,38,2.976668031457587e-10,0.9998965202063672,0.0,0.0,-1.9683374166488647,-1.9683374166488647,-0.18707016110420227,3.3137939977645803,372.1056213378906,372.1056213378906,0.04786666666666667,0.058710562414266115,0.0452,0.10800798508593693,-0.017677726710921313,0.017785909622007993,0.008891010082377332,0.10800798508593693,0.017785909622007993
num_39,39,1.7687293057950418e-09,0.9999219481135381,0.0,0.0,-1.6024231910705566,-1.6024231910705566,-0.21506097167730331,3.4115038871765058,36.23847198486328,36.23847198486328,0.05191111111111111,0.07861454046639232,0.06227777777777778,0.1890959913926935,0.07459531312434833,0.05420635833092019,0.00934655122420058,0.1890959913926935,0.05420635833092019
num_40,40,-8.480899383840435e-11,0.9999995121606069,0.0,0.0,-5.542611598968506,-2.0964921426773073,-0.05077498406171799,2.4292801260948167,3.956498622894287,5.542611598968506,0.0039,0.005185185185185185,0.004477777777777778,0.19307345694189726,0.21699808222519565,0.03502213644403415,0.0545650238417325,0.21699808222519565,0.0545650238417325
num_41,41,-9.021838775034556e-11,0.9999999992041456,0.0,0.0,-0.3569691479206085,-0.3569691479206085,-0.21806848794221878,3.1310499811172474,148.4673309326172,148.4673309326172,0.10204444444444444,0.16513031550068588,0.15136666666666668,0.15503384585388907,0.11395969740111621,0.04674753946227883,0.03227405293201295,0.15503384585388907,0.04674753946227883
num_42,42,8.004487860493215e-11,0.9999995538140393,0.0,0.0,-4.603013038635254,-2.243825173377991,-0.017021001316607,2.4180862474441516,4.281790733337402,4.603013038635254,0.009655555555555556,0.010672153635116598,0.00908888888888889,0.06738140063050238,0.10271848563000197,0.002736194121014325,0.012172193911662427,0.10271848563000197,0.012172193911662427
num_43,43,1.3990137303431496e-11,0.999901212586764,0.0,0.0,-104.94491577148438,-1.651013090610504,-0.07279933243989944,2.8663444733619685,497.1561584472656,497.1561584472656,0.06794444444444445,0.0921673525377229,0.08212222222222222,0.0964829040494964,0.09529730884224975,0.03059837855074815,0.024584036210706116,0.0964829040494964,0.03059837855074815
num_44,44,-2.063012597865263e-11,0.9999927007686591,0.0,0.0,-16.64786720275879,-2.500963017940521,-0.05027700588107109,3.05576631784439,132.2124481201172,132.2124481201172,0.055933333333333335,0.09300411522633745,0.07288888888888889,-0.007782449499410498,-0.020151393550894656,0.033279877159985594,0.018165687993371732,0.020151393550894656,0.033279877159985594
num_45,45,3.515970335440166e-11,0.9999954642399359,0.0,0.0,-10.925196647644043,-2.5028802442550657,-0.03537306189537048,3.060114943981167,88.20570373535156,88.20570373535156,0.059866666666666665,0.08488340192043896,0.06467777777777778,0.004744850901945182,-0.0368449445444222,0.021897165026917333,0.01787069208179209,0.0368449445444222,0.021897165026917333
num_46,46,1.010573561604709e-09,0.9999905914405393,0.0,0.0,-0.7042843103408813,-0.7042843103408813,-0.24042347818613052,3.356130187511442,79.15455627441406,79.15455627441406,0.07096666666666666,0.06576131687242798,0.08486666666666667,0.021826305197422107,0.0942027910341218,0.042694324535303266,0.09999720358025983,0.0942027910341218,0.09999720358025983
num_47,47,-3.24279129800359e-10,0.999993853152532,0.0,0.0,-0.3419725298881531,-0.3419725298881531,-0.19329242408275604,2.3641946506500138,61.12920379638672,61.12920379638672,0.07611111111111112,0.11286694101508916,0.11502222222222222,0.07088195777590345,0.07602222009459464,0.18560826914387557,0.2730689509718063,0.07602222009459464,0.2730689509718063
num_48,48,5.16770690181895e-10,0.999998100352388,0.0,0.0,-0.9525919556617737,-0.9525919556617737,-0.2626024931669235,3.4917321681976308,18.038724899291992,18.038724899291992,0.05383333333333333,0.12389574759945131,0.1618777777777778,0.4270117435446427,0.6068547213396596,0.5947983648246512,1.182804247244399,0.6068547213396596,1.182804247244399
num_49,49,9.526979443761715e-10,0.9999936723849903,0.0,0.0,-1.0257220268249512,-1.0257220268249512,-0.21646083146333694,3.7492876768111825,54.53124237060547,54.53124237060547,0.05862222222222222,0.02758573388203018,0.024511111111111112,-0.13707984418026475,-0.1703510402936248,0.06618124328323649,0.08671581889127883,0.1703510402936248,0.08671581889127883
num_50,50,-1.489476878459236e-10,0.9999966669465614,0.0,0.0,-1.415527582168579,-1.415527582168579,-0.1987820267677307,3.6566875910758747,31.086580276489258,31.086580276489258,0.05047777777777778,0.021248285322359395,0.016066666666666667,-0.19115038950681984,-0.23621429845536454,0.0814067201249544,0.13344553674599896,0.23621429845536454,0.13344553674599896
num_51,51,1.1931578072547352e-09,0.999997718591538,0.0,0.0,-1.6813699007034302,-1.6813699007034302,-0.18953769654035568,3.5600179338455193,20.55194664001465,20.55194664001465,0.04546666666666667,0.020603566529492457,0.014466666666666666,-0.17735985538711915,-0.23025417527538766,0.05967234789490101,0.11650591726325753,0.23025417527538766,0.11650591726325753
num_52,52,9.966608634611123e-10,0.9999987054644093,0.0,0.0,-2.1108760833740234,-2.1108760833740234,-0.14852751791477203,3.2573057556152336,10.75779914855957,10.75779914855957,0.0356,0.014128943758573388,0.009411111111111111,-0.27154909536131977,-0.24945579020541866,0.12261939905284978,0.1381406100974071,0.27154909536131977,0.1381406100974071
num_53,53,1.368315621344498e-10,0.9999990841592588,0.0,0.0,-3.4041049480438232,-3.4041049480438232,0.11401070281863213,1.9885498344898211,5.131933689117432,5.131933689117432,0.03504444444444445,0.03410150891632373,0.020155555555555555,-0.3371814155033015,-0.3869669758424809,0.178713423803576,0.2760718907185488,0.3869669758424809,0.2760718907185488
num_54,54,2.676062968017968e-09,0.9999985804350607,0.0,0.0,-2.447514295578003,-2.447514295578003,-0.04706072062253952,2.5541275382041926,9.81567096710205,9.81567096710205,0.012433333333333333,0.0075445816186556925,0.004111111111111111,-0.30109337442953693,-0.375599388588891,0.13272361786732156,0.23328236790556442,0.375599388588891,0.23328236790556442
num_55,55,3.1799210104702513e-12,0.9999999953428734,0.0,0.0,-141.82432556152344,-0.3239720344543457,0.0045780756045132875,0.5494456768035869,138.1832275390625,141.82432556152344,0.08797777777777778,0.14747599451303156,0.14147777777777779,0.009972635131263743,0.01459253748819911,0.06502093967173088,0.06376114621859888,0.01459253748819911,0.06502093967173088
num_56,56,-4.17824346449614e-09,0.9999855143763052,0.0,0.0,-6.073082447052002,-6.073082447052002,0.20121829211711884,0.3999071469902991,0.4956437647342682,6.073082447052002,0.06,0.03921810699588477,0.020422222222222224,0.07355793075770976,0.15475840228853688,0.025976502940302165,0.09009591507422107,0.15475840228853688,0.09009591507422107
num_57,57,-2.1539071403902538e-10,0.9999999878368313,0.0,0.0,-2.7744345664978027,-2.7744345664978027,0.08245416730642319,1.931029200553894,5.9642839431762695,5.9642839431762695,0.02788888888888889,0.014348422496570645,0.0020444444444444447,-0.15741951745141178,-0.09425291421753426,0.0568611077071242,0.04075359769682929,0.15741951745141178,0.0568611077071242
num_58,58,-5.60906597733831e-11,0.9999995249131953,0.0,0.0,-4.939027309417725,-2.3139284825325013,-0.012911972589790821,2.4493155932426447,4.556394100189209,4.939027309417725,0.014577777777777778,0.019958847736625516,0.017744444444444445,0.029990340418688786,0.05099770945469484,0.006376015603998435,0.010508604417576952,0.05099770945469484,0.010508604417576952
num_59,59,3.0975414878569163e-09,0.9999996874741691,0.0,0.0,-2.6603305339813232,-2.6603305339813232,-0.09696276113390923,2.5605888962745653,5.280988693237305,5.280988693237305,0.04975555555555555,0.040973936899862826,0.029755555555555556,-0.004657465180388434,0.08087376288918192,0.00332839034411718,0.00466892459979741,0.08087376288918192,0.00466892459979741
num_60,60,3.6773763559800564e-09,0.9999999837276541,0.0,0.0,-2.065248489379883,-2.065248489379883,-0.22014617919921875,2.5475075244903564,3.8248860836029053,3.8248860836029053,0.06765555555555555,0.0813991769547325,0.1071,0.08957554421095595,0.19088276398907117,0.011974830483826032,0.04627622792175421,0.19088276398907117,0.04627622792175421
num_61,61,4.114402566172656e-10,0.9999999969691539,0.0,0.0,-1.9925271272659302,-1.9925271272659302,-0.2063380479812622,2.541645050048828,3.8469371795654297,3.8469371795654297,0.08095555555555556,0.10891632373113855,0.13623333333333335,0.08146520209768236,0.17014122804956075,0.013532672115337112,0.04412648530955482,0.17014122804956075,0.04412648530955482
num_62,62,-1.4223514302169282e-10,0.999999966730091,0.0,0.0,-2.0637052059173584,-2.0637052059173584,0.16431468725204468,2.392334461212158,7.803239822387695,7.803239822387695,0.0030555555555555557,0.002551440329218107,0.0012444444444444445,-0.0308143879265103,-0.04606912598091592,0.004301189934633355,0.011488955479418556,0.04606912598091592,0.011488955479418556
num_63,63,-3.8298316359635013e-10,0.9999999661394756,0.0,0.0,-1.8475569486618042,-1.8475569486618042,-0.16167494654655457,2.535736322402954,8.94208812713623,8.94208812713623,0.022211111111111112,0.015281207133058985,0.012722222222222222,-0.1252036291753915,-0.13297462529946272,0.02590305819219548,0.0392516739555743,0.13297462529946272,0.0392516739555743
num_64,64,9.985825431590583e-09,0.9999999190782597,0.0,0.0,-1.4254014492034912,-1.4254014492034912,-0.0055571976117789745,2.8341312408447266,8.513508796691895,8.513508796691895,0.002522222222222222,0.002962962962962963,0.001788888888888889,0.05282780136397998,-0.06051927214932841,0.00218695208339624,0.0051147076500136154,0.06051927214932841,0.0051147076500136154
num_65,65,-4.711625225248778e-10,0.9999999199801989,0.0,0.0,-1.1842694282531738,-1.1842694282531738,-0.36274662613868713,2.923344612121582,11.138572692871094,11.138572692871094,0.0031777777777777776,0.0017146776406035665,0.001,-0.07013324681498935,-0.11629516355710423,0.007710061556323165,0.020275046742520418,0.11629516355710423,0.020275046742520418
num_66,66,7.697093572722185e-09,0.9999999444260194,0.0,0.0,-2.1404287815093994,-2.1404287815093994,-0.10291516035795212,2.953355312347412,16.706571578979492,16.706571578979492,0.08537777777777777,0.057695473251028806,0.03922222222222222,-0.054126410362823216,-0.05886877737682164,0.017296661225910216,0.04250318859136399,0.05886877737682164,0.04250318859136399
num_67,67,-2.456513182182802e-09,0.9999999870446747,0.0,0.0,-0.7224856615066528,-0.7224856615066528,-0.15419749915599823,4.913038730621338,10.643277168273926,10.643277168273926,0.08248888888888889,0.051934156378600826,0.029055555555555557,-0.053709811661301954,-0.0842351989326806,0.03507154908229288,0.05590524273320559,0.0842351989326806,0.05590524273320559
num_68,68,6.434834179794345e-10,0.9999997506940446,0.0,0.0,-3.428156614303589,-3.428156614303589,-0.05978971719741821,2.6926472187042236,30.52498435974121,30.52498435974121,0.05447777777777778,0.022496570644718793,0.006966666666666667,-0.05773175087314175,-0.05439237662183613,0.03698586434002192,0.06916039580804992,0.05773175087314175,0.06916039580804992
num_69,69,-1.8437725730143132e-09,0.9999997580279661,0.0,0.0,-1.8327693939208984,-1.8327693939208984,-0.022625267505645752,2.872718300819382,16.68807029724121,16.68807029724121,0.014366666666666666,0.005390946502057613,0.0033888888888888888,-0.11255643471491379,-0.13304643727937343,0.030813042858803145,0.06144766544993856,0.13304643727937343,0.06144766544993856
num_70,70,9.120819525741167e-10,1.0000000120263763,0.0,0.0,-0.3085281550884247,-0.3085281550884247,-0.08632359653711319,0.44020459055900574,16.2533016204834,16.2533016204834,0.08996666666666667,0.052647462277091904,0.018733333333333334,-0.040545370944192624,-0.05395103089416389,0.1084224737852131,0.17620786161023938,0.05395103089416389,0.17620786161023938
num_71,71,5.682874843331824e-10,0.9999999822005633,0.0,0.0,-0.5544999241828918,-0.5544999241828918,-0.12051020190119743,1.6287797832488604,20.13460922241211,20.13460922241211,0.0913888888888889,0.05532235939643347,0.025655555555555556,-0.03756381893016769,-0.06848164488980346,0.07099227560375383,0.11923694109584605,0.06848164488980346,0.11923694109584605
num_72,72,5.866863199203635e-10,0.9999874757519266,0.0,0.0,-1.3427236080169678,-1.3427236080169678,-0.25101837515830994,3.7611746001243516,28.870025634765625,28.870025634765625,0.06294444444444444,0.10039780521262003,0.10275555555555556,0.25531213864031166,0.2768095077651424,0.12222909730974543,0.15957628821068104,0.2768095077651424,0.15957628821068104
num_73,73,5.026708641508301e-10,0.9998952748412747,0.0,0.0,-1.7546570301055908,-1.7546570301055908,-0.16259948909282684,3.0615764689445446,52.97922134399414,52.97922134399414,0.03128888888888889,0.05319615912208505,0.03852222222222222,0.2073331401176788,0.13630012193042898,0.057656703077959295,0.05607543561310775,0.2073331401176788,0.057656703077959295
num_74,74,-7.053935087616311e-10,0.999941102697789,0.0,0.0,-1.5920330286026,-1.5920330286026,-0.20518042892217636,3.315491948127721,30.980615615844727,30.980615615844727,0.04597777777777778,0.1147050754458162,0.08602222222222222,0.5058848144731148,0.433805758386887,0.28965106607300206,0.3515907657725444,0.5058848144731148,0.3515907657725444
num_75,75,-1.298063801296815e-09,0.9998998458575682,0.0,0.0,-1.5527963638305664,-1.5527963638305664,-0.1864396184682846,3.4996223783493035,60.29580307006836,60.29580307006836,0.0424,0.0334156378600823,0.0306,-0.05017221132186992,-0.07971881220640202,0.0024165169382393808,0.03152872186732047,0.07971881220640202,0.03152872186732047
num_76,76,1.608290103318235e-09,0.9999856566869734,0.0,0.0,-1.2927095890045166,-1.2927095890045166,-0.24400469660758972,3.6102162480354276,30.622623443603516,30.622623443603516,0.05973333333333333,0.1286008230452675,0.13463333333333333,0.41777026492539754,0.4765444067441115,0.2740530540230438,0.41718275475102423,0.4765444067441115,0.41718275475102423
num_77,77,1.146404744095637e-09,0.9999747663203378,0.0,0.0,-1.2154542207717896,-1.2154542207717896,-0.22983713448047638,3.727932569980614,54.90244674682617,54.90244674682617,0.061844444444444445,0.0354320987654321,0.026433333333333333,-0.1312050383514073,-0.20298771441705113,0.022352839416523773,0.08486720501222456,0.20298771441705113,0.08486720501222456
num_78,78,-1.8663723919903547e-09,0.9999999973616412,0.0,0.0,-2.0976996421813965,-2.0976996421813965,-0.037937410175800323,3.419520616531372,6.729852676391602,6.729852676391602,0.06324444444444445,0.044087791495198904,0.016966666666666668,-0.11722898691869664,-0.2014794102950737,0.049854996843858274,0.10066994106559643,0.2014794102950737,0.10066994106559643
num_79,79,-1.1390934022532264e-08,1.0000000042371604,0.0,0.0,-0.7481434941291809,-0.7481434941291809,-0.4416079521179199,3.3681905269622803,4.50675106048584,4.50675106048584,0.046533333333333336,0.05104252400548697,0.04995555555555556,-0.06689427598717927,-0.010243981971938062,0.012559117172718754,0.005783018475687753,0.06689427598717927,0.012559117172718754
num_80,80,1.064789954419504e-11,0.9999509649641298,0.0,0.0,-75.89339447021484,-2.3703046917915342,-0.012505838181823492,3.057512383460991,183.06419372558594,183.06419372558594,0.09532222222222222,0.11116598079561042,0.09677777777777778,0.07889748293838898,0.1180887288012159,0.014764925643647097,0.019863603205172786,0.1180887288012159,0.019863603205172786
