time,n,mean,std,q1,median,q3
640,1948,0.4999999701976776,0.28882336616516113,0.2499999888241291,0.4999999850988388,0.7500000149011612
641,1951,0.5,0.2888231575489044,0.2500000074505806,0.5,0.75
642,1962,0.5,0.2888222932815552,0.2500000037252903,0.5000000149011612,0.75
643,1962,0.5,0.2888222932815552,0.2500000037252903,0.5000000149011612,0.75
644,1962,0.5,0.2888222932815552,0.2500000037252903,0.5000000149011612,0.75
645,1962,0.5,0.2888222932815552,0.2500000037252903,0.5000000149011612,0.75
646,1968,0.5,0.28882184624671936,0.2500000074505806,0.5000000149011612,0.7500000149011612
647,1971,0.5,0.28882163763046265,0.2499999925494194,0.5,0.75
648,1956,0.5,0.2888227701187134,0.2500000037252903,0.5,0.7500000149011612
649,1972,0.5,0.28882157802581787,0.25,0.5,0.75
650,1958,0.5,0.28882259130477905,0.2499999962747097,0.4999999850988388,0.7499999850988388
651,1963,0.5,0.2888222336769104,0.25,0.5,0.75
652,1955,0.5,0.28882282972335815,0.25,0.5,0.75
653,1978,0.5,0.28882113099098206,0.25,0.5,0.7500000149011612
654,1957,0.5,0.2888226807117462,0.25,0.5,0.75
655,1959,0.5,0.2888225317001343,0.2500000074505806,0.5,0.75
656,1970,0.5,0.2888217270374298,0.2499999962747097,0.4999999850988388,0.7499999850988388
657,1975,0.5,0.28882133960723877,0.25,0.5,0.75
658,1960,0.5,0.2888224720954895,0.2499999962747097,0.5,0.75
659,1956,0.5,0.2888227701187134,0.2500000037252903,0.5,0.7500000149011612
660,1979,0.5,0.2888210415840149,0.25,0.5,0.75
661,1982,0.5,0.2888208329677582,0.2500000037252903,0.5000000149011612,0.7499999850988388
662,1995,0.5,0.2888198792934418,0.25,0.5,0.75
663,1987,0.5,0.28882044553756714,0.2500000074505806,0.5,0.75
664,1994,0.5,0.28881993889808655,0.25,0.5,0.7500000149011612
665,1985,0.5000000596046448,0.2888205945491791,0.25,0.5,0.75
666,1991,0.5000000596046448,0.28882017731666565,0.25,0.5,0.75
667,1995,0.5,0.2888198792934418,0.25,0.5,0.75
668,1981,0.5,0.28882089257240295,0.25,0.5,0.75
669,1983,0.5,0.288820743560791,0.25,0.5,0.75
670,1982,0.5,0.2888208031654358,0.2500000037252903,0.5000000149011612,0.7499999850988388
671,2001,0.5,0.28881943225860596,0.25,0.5,0.75
672,1999,0.5,0.2888195812702179,0.25,0.5,0.75
673,2003,0.5000000596046448,0.2888193130493164,0.25,0.5,0.75
674,1984,0.5,0.28882068395614624,0.2499999925494194,0.4999999850988388,0.75
675,1986,0.5,0.2888205349445343,0.25,0.5,0.75
676,1993,0.5,0.2888200283050537,0.25,0.5,0.75
677,2007,0.5,0.28881901502609253,0.2500000074505806,0.5,0.75
678,2015,0.5,0.2888184189796448,0.2499999925494194,0.5,0.75
679,2014,0.5,0.28881850838661194,0.2500000074505806,0.5,0.7500000149011612
680,2026,0.5,0.2888176739215851,0.2500000037252903,0.5000000149011612,0.7499999850988388
681,2020,0.5,0.2888180911540985,0.2500000037252903,0.5,0.7500000149011612
682,2011,0.5,0.28881871700286865,0.25,0.5,0.75
683,2017,0.5,0.28881826996803284,0.25,0.5,0.75
684,2015,0.5,0.2888184189796448,0.2499999925494194,0.5,0.75
685,2021,0.5,0.28881800174713135,0.25,0.5,0.75
686,2031,0.5,0.28881731629371643,0.2500000074505806,0.5,0.75
687,2025,0.5,0.28881773352622986,0.25,0.5,0.75
688,2023,0.5,0.2888178527355194,0.2499999925494194,0.5,0.75
689,2023,0.5,0.2888178527355194,0.2499999925494194,0.5,0.75
690,2013,0.5,0.2888185679912567,0.25,0.5,0.75
691,2016,0.5,0.288818359375,0.25,0.5,0.7499999850988388
692,2014,0.5,0.28881850838661194,0.2501241862773895,0.5,0.7500000149011612
693,2006,0.5,0.2888190746307373,0.25,0.5,0.75
694,2002,0.5,0.2888193428516388,0.2500000074505806,0.5,0.75
695,2004,0.5,0.28881922364234924,0.25,0.5,0.75
696,1994,0.5,0.28881993889808655,0.25,0.5,0.7500000149011612
697,2029,0.5,0.288817435503006,0.25,0.5,0.75
698,2028,0.5,0.28881749510765076,0.2499999888241291,0.4999999850988388,0.7500000149011612
699,2016,0.5,0.288818359375,0.25,0.5,0.7499999850988388
700,2032,0.5,0.28881722688674927,0.2499999925494194,0.4999999850988388,0.75
701,2037,0.5,0.288816899061203,0.25,0.5,0.75
702,2042,0.5,0.28881654143333435,0.25,0.5,0.75
703,2042,0.5,0.28881654143333435,0.25,0.5,0.75
704,2038,0.5,0.28881680965423584,0.25,0.5,0.75
705,2024,0.5,0.28881779313087463,0.2500000074505806,0.5000000149011612,0.7500000149011612
706,2038,0.5,0.28881680965423584,0.25,0.5,0.75
707,2028,0.5000000596046448,0.28881749510765076,0.2499999888241291,0.4999999850988388,0.7500000149011612
708,2038,0.5,0.28881680965423584,0.25,0.5,0.75
709,2043,0.5,0.2888164520263672,0.25,0.5,0.75
710,2038,0.5,0.28881680965423584,0.25,0.5,0.75
711,2045,0.5,0.28881633281707764,0.25,0.5,0.75
712,2048,0.5,0.2888161242008209,0.25,0.5,0.75
713,2045,0.5,0.28881633281707764,0.25,0.5,0.75
714,2043,0.5,0.2888164520263672,0.25,0.5,0.75
715,2046,0.4999999701976776,0.2888162434101105,0.25,0.5,0.75
716,2057,0.5,0.2888154983520508,0.25,0.5,0.75
717,2056,0.5,0.28881558775901794,0.25,0.5,0.75
718,2043,0.5,0.2888164520263672,0.25,0.5,0.75
719,2034,0.5000000596046448,0.2888171076774597,0.2500000074505806,0.5,0.75
720,2041,0.4999999701976776,0.2888166010379791,0.25,0.5,0.75
721,2048,0.5,0.2888161242008209,0.25,0.5,0.75
722,2050,0.5,0.28881600499153137,0.25,0.5,0.75
723,2045,0.5,0.28881633281707764,0.25,0.5,0.75
724,2049,0.5,0.28881606459617615,0.25,0.5,0.75
725,2033,0.5000000596046448,0.2888171672821045,0.25,0.5,0.75
726,2055,0.5,0.2888156473636627,0.25,0.5,0.75
727,2039,0.5,0.2888167202472687,0.25,0.5,0.75
728,2032,0.5000000596046448,0.28881722688674927,0.2499999925494194,0.4999999850988388,0.75
729,2047,0.5,0.2888162136077881,0.25,0.5,0.75
730,2063,0.5,0.28881511092185974,0.2499999925494194,0.5,0.75
731,2057,0.5,0.2888154983520508,0.25,0.5,0.75
732,2069,0.5,0.2888146936893463,0.25,0.5,0.75
733,2062,0.5,0.2888151705265045,0.25,0.5,0.75
734,2070,0.5,0.28881463408470154,0.2499999962747097,0.4999999850988388,0.7499999850988388
735,2069,0.5,0.2888146936893463,0.25,0.5,0.75
736,2059,0.5,0.28881537914276123,0.25,0.5,0.75
737,2050,0.5,0.28881600499153137,0.25,0.5,0.75
738,2015,0.5,0.2888184189796448,0.2499999925494194,0.5,0.75
739,2061,0.5,0.2888152301311493,0.25,0.5,0.75
740,2075,0.5,0.2888143062591553,0.2499999925494194,0.5,0.75
741,2082,0.5,0.28881382942199707,0.25,0.5,0.7500000149011612
742,2070,0.5,0.28881463408470154,0.2499999962747097,0.4999999850988388,0.7499999850988388
743,2080,0.5,0.2888139486312866,0.25,0.5,0.7500000149011612
744,2076,0.5,0.2888142168521881,0.2500000074505806,0.5000000149011612,0.7500000149011612
745,2078,0.5,0.28881406784057617,0.2499999925494194,0.5,0.7499999850988388
746,2073,0.5,0.2888144254684448,0.25,0.5,0.75
747,2069,0.5,0.2888146936893463,0.25,0.5,0.75
748,2076,0.5,0.2888142168521881,0.2500000074505806,0.5000000149011612,0.7500000149011612
749,2073,0.5,0.2888144254684448,0.25,0.5,0.75
750,2070,0.5,0.28881463408470154,0.2499999962747097,0.4999999850988388,0.7499999850988388
751,2076,0.5,0.2888142168521881,0.2500000074505806,0.5000000149011612,0.7500000149011612
752,2077,0.5,0.28881415724754333,0.25,0.5,0.75
753,2092,0.5,0.28881314396858215,0.2500000037252903,0.5,0.75
754,2089,0.5,0.28881338238716125,0.25,0.5,0.75
755,2085,0.5,0.28881362080574036,0.25,0.5,0.75
756,2088,0.5,0.28881341218948364,0.2499999888241291,0.4999999850988388,0.7499999850988388
757,2083,0.5,0.2888137698173523,0.25,0.5,0.75
758,2077,0.5,0.28881415724754333,0.25,0.5,0.75
759,2088,0.5,0.28881341218948364,0.2499999888241291,0.4999999850988388,0.7499999850988388
760,2087,0.5,0.2888135015964508,0.25,0.5,0.75
761,2085,0.5,0.28881362080574036,0.25,0.5,0.75
762,2083,0.5,0.2888137400150299,0.25,0.5,0.75
763,2080,0.5,0.2888139486312866,0.25,0.5,0.7500000149011612
764,2083,0.5,0.2888137400150299,0.25,0.5,0.75
765,2092,0.5,0.28881317377090454,0.2500000037252903,0.5,0.75
766,2098,0.5,0.2888127565383911,0.2499999962747097,0.4999999850988388,0.75
767,2093,0.5,0.2888130843639374,0.25,0.5,0.75
768,2089,0.5,0.28881335258483887,0.25,0.5,0.75
769,2092,0.5,0.28881314396858215,0.2500000037252903,0.5,0.75
770,2093,0.5,0.2888130843639374,0.25,0.5,0.75
771,2098,0.5,0.2888127565383911,0.2499999962747097,0.4999999850988388,0.75
772,2073,0.5,0.2888144254684448,0.25,0.5,0.75
773,2091,0.5,0.2888132333755493,0.2499999925494194,0.5,0.75
774,2099,0.5,0.28881269693374634,0.25,0.5,0.75
775,2108,0.5,0.28881213068962097,0.2499999925494194,0.4999999850988388,0.7499999850988388
776,2091,0.5,0.2888132333755493,0.2499999925494194,0.5,0.75
777,2080,0.5,0.2888139486312866,0.25,0.5,0.7500000149011612
778,2095,0.5,0.2888129651546478,0.25,0.5,0.75
779,2079,0.5,0.2888140380382538,0.2500000074505806,0.5,0.75
780,2083,0.5,0.2888137698173523,0.25,0.5,0.75
781,2096,0.5,0.28881290555000305,0.2499999962747097,0.5,0.75
782,2087,0.5,0.2888134717941284,0.25,0.5,0.75
783,2090,0.5,0.2888132929801941,0.2500000037252903,0.5000000149011612,0.7500000149011612
784,2101,0.5,0.2888125777244568,0.25,0.5,0.75
785,2094,0.5,0.2888130247592926,0.25,0.5,0.75
786,2094,0.5,0.2888130247592926,0.25,0.5,0.75
787,2077,0.5,0.28881415724754333,0.25,0.5,0.75
788,2089,0.5,0.28881338238716125,0.25,0.5,0.75
789,2075,0.5000000596046448,0.2888143062591553,0.2499999925494194,0.5,0.75
790,2091,0.5,0.2888132333755493,0.2499999925494194,0.5,0.75
791,2078,0.5,0.28881409764289856,0.2499999925494194,0.5,0.7499999850988388
792,2102,0.5,0.2888124883174896,0.2500000037252903,0.5000000149011612,0.7499999850988388
793,2080,0.5,0.2888139486312866,0.25,0.5,0.7500000149011612
794,2088,0.5,0.28881341218948364,0.2499999888241291,0.4999999850988388,0.7499999850988388
795,2082,0.5,0.28881382942199707,0.25,0.5,0.7500000149011612
796,2082,0.5,0.28881382942199707,0.25,0.5,0.7500000149011612
797,2061,0.5,0.2888152301311493,0.25,0.5,0.75
798,2066,0.5,0.288814902305603,0.2499999962747097,0.4999999850988388,0.75
799,2013,0.4999999701976776,0.2888185679912567,0.25,0.5,0.75
800,2058,0.5,0.288815438747406,0.25,0.5,0.75
801,2102,0.5,0.2888124883174896,0.2500000037252903,0.5000000149011612,0.7499999850988388
802,2084,0.5,0.28881368041038513,0.2499999962747097,0.5,0.7499999850988388
803,2069,0.5,0.2888146936893463,0.25,0.5,0.75
804,2045,0.5,0.28881633281707764,0.25,0.5,0.75
805,2094,0.5,0.2888130247592926,0.25,0.5,0.75
806,2092,0.5,0.28881314396858215,0.2500000037252903,0.5,0.75
807,2100,0.5,0.28881263732910156,0.2499999888241291,0.4999999850988388,0.7500000149011612
808,2094,0.5,0.2888130247592926,0.25,0.5,0.75
809,2065,0.5,0.2888149619102478,0.25,0.5,0.75
810,2089,0.5,0.28881335258483887,0.25,0.5,0.7502394914627075
811,2060,0.5,0.28881528973579407,0.2499999962747097,0.5,0.75
812,2053,0.5,0.28881579637527466,0.25,0.5,0.75
813,2095,0.5,0.2888129651546478,0.25,0.5,0.75
814,2069,0.5,0.2888146936893463,0.25,0.5,0.75
815,2056,0.5,0.28881558775901794,0.25,0.5,0.75
816,2090,0.5,0.2888132631778717,0.2500000037252903,0.5000000149011612,0.7500000149011612
817,2036,0.5,0.2888169586658478,0.2499999962747097,0.5,0.75
818,2103,0.5,0.28881242871284485,0.2500000074505806,0.5,0.75
819,2108,0.5,0.2888121008872986,0.2499999925494194,0.4999999850988388,0.7499999850988388
820,2111,0.5,0.28881192207336426,0.2499999925494194,0.5,0.75
821,2129,0.5000000596046448,0.28881075978279114,0.25,0.5,0.75
822,2083,0.5,0.2888137698173523,0.25,0.5,0.75
823,2116,0.5,0.288811594247818,0.2499999962747097,0.5,0.75
824,2116,0.5,0.288811594247818,0.2499999962747097,0.5,0.75
825,2122,0.5,0.28881120681762695,0.25,0.5,0.7500000149011612
826,2125,0.5,0.28881099820137024,0.25,0.5,0.75
827,2134,0.5,0.2888104319572449,0.2499999925494194,0.5,0.7499999850988388
828,2134,0.5,0.2888104319572449,0.2499999925494194,0.5,0.7499999850988388
829,2132,0.5,0.2888105511665344,0.2499999888241291,0.4999999850988388,0.7500000149011612
830,2122,0.5,0.28881120681762695,0.25,0.5,0.7500000149011612
831,2138,0.5,0.28881019353866577,0.2499999962747097,0.4999999850988388,0.7500000149011612
832,2113,0.5,0.2888117730617523,0.25,0.5,0.75
833,2139,0.5,0.288810133934021,0.25,0.5,0.75
834,2148,0.5,0.28880956768989563,0.2499999962747097,0.5,0.7499999850988388
835,2160,0.5,0.28880882263183594,0.2499999925494194,0.4999999850988388,0.7499999850988388
836,2157,0.5,0.28880900144577026,0.25,0.5,0.75
837,2126,0.5,0.28881093859672546,0.2500000037252903,0.5000000149011612,0.7500000149011612
838,2134,0.5,0.28881046175956726,0.2499999925494194,0.5,0.7499999850988388
839,2162,0.5,0.288808673620224,0.2499999925494194,0.5,0.75
840,2153,0.5,0.28880923986434937,0.25,0.5,0.75
841,2151,0.5,0.2888093590736389,0.2499999925494194,0.5,0.75
842,2136,0.5,0.2888103127479553,0.2499999962747097,0.5,0.7499999850988388
843,2152,0.5,0.28880929946899414,0.2500000037252903,0.5,0.75
844,2160,0.5,0.28880882263183594,0.2499999925494194,0.4999999850988388,0.7499999850988388
845,2131,0.5,0.2888106405735016,0.2500000074505806,0.5,0.75
846,2135,0.5,0.2888103723526001,0.25,0.5,0.75
847,2184,0.5,0.28880733251571655,0.2500000074505806,0.5000000149011612,0.7500000149011612
848,2190,0.5,0.2888069748878479,0.25,0.5,0.75
849,2185,0.5,0.2888072729110718,0.25,0.5,0.75
850,2179,0.5,0.28880763053894043,0.25,0.5,0.75
851,2176,0.5,0.28880783915519714,0.2500000037252903,0.5,0.7500000149011612
852,2189,0.5,0.2888070344924927,0.25,0.5,0.75
853,2189,0.5,0.2888070344924927,0.25,0.5,0.75
854,2194,0.5,0.2888067364692688,0.2500000074505806,0.5,0.7500000149011612
855,2196,0.5,0.28880661725997925,0.2500000074505806,0.5000000149011612,0.75
856,2198,0.5,0.2888064980506897,0.2500000074505806,0.5,0.75
857,2194,0.5,0.2888067364692688,0.2500000074505806,0.5,0.7500000149011612
858,2199,0.5,0.2888064384460449,0.25,0.5,0.75
859,2195,0.5,0.288806676864624,0.25,0.5,0.75
860,2194,0.5,0.2888067364692688,0.2500000074505806,0.5,0.7500000149011612
861,2195,0.5,0.288806676864624,0.25,0.5,0.75
862,2194,0.5,0.2888067364692688,0.2500000074505806,0.5,0.7500000149011612
863,2196,0.5,0.28880661725997925,0.2500000074505806,0.5000000149011612,0.75
864,2203,0.5,0.2888062000274658,0.25,0.5,0.75
865,2207,0.5,0.2888059616088867,0.2499999925494194,0.5,0.75
866,2208,0.5,0.28880590200424194,0.2500000037252903,0.5,0.7500000149011612
867,2210,0.5,0.2888057827949524,0.2499999962747097,0.4999999850988388,0.7500000149011612
868,2212,0.5,0.28880566358566284,0.25,0.5,0.75
869,2210,0.5,0.2888057827949524,0.2499999962747097,0.4999999850988388,0.7500000149011612
870,2208,0.5,0.28880590200424194,0.2500000037252903,0.5,0.7500000149011612
871,2212,0.5,0.28880566358566284,0.25,0.5,0.75
872,2210,0.5,0.2888057827949524,0.2499999962747097,0.4999999850988388,0.7500000149011612
873,2210,0.5,0.2888057827949524,0.2499999962747097,0.4999999850988388,0.7500000149011612
874,2214,0.5,0.2888055443763733,0.2500000037252903,0.5000000149011612,0.7499999850988388
875,2217,0.5,0.28880536556243896,0.25,0.5,0.75
876,2217,0.5,0.28880539536476135,0.25,0.5,0.75
877,2216,0.5,0.28880542516708374,0.2499999962747097,0.5,0.7499999850988388
878,2216,0.5,0.28880542516708374,0.2499999962747097,0.5,0.7499999850988388
